Symbol,Series,Security Name,Band,Remarks,,Check
FINCABLES,EQ,Finolex Cables Limited,20,-,20,0
FINEORG,EQ,Fine Organic Industries Limited,20,-,20,0
FINPIPE,EQ,Finolex Industries Limited,20,-,20,0
FLFL,EQ,Future Lifestyle Fashions Limited,20,-,20,0
FLUOROCHEM,EQ,Gujarat Fluorochemicals Limited,20,-,20,0
FMGOETZE,EQ,Federal-Mogul Goetze (India) Limited.,20,-,20,0
FMNL,EQ,Future Market Networks Limited,20,-,20,0
FORCEMOT,EQ,FORCE MOTORS LTD,20,-,20,0
FORTIS,EQ,Fortis Healthcare Limited,20,-,20,0
FOSECOIND,EQ,Foseco India Limited,20,-,20,0
FRETAIL,EQ,Future Retail Limited,20,-,20,0
FSC,EQ,Future Supply Chain Solutions Limited,20,-,20,0
FSL,EQ,Firstsource Solutions Limited,20,-,20,0
GABRIEL,EQ,Gabriel India Limited,20,-,20,0
GAEL,EQ,Gujarat Ambuja Exports Limited,20,-,20,0
GALAXYSURF,EQ,Galaxy Surfactants Limited,20,-,20,0
GALLANTT,EQ,Gallantt Metal Limited,20,-,20,0
GALLISPAT,EQ,Gallantt Ispat Limited,20,-,20,0
GANDHITUBE,EQ,Gandhi Special Tubes Limited,20,-,20,0
GANECOS,EQ,Ganesha Ecosphere Limited,20,-,20,0
GANGAFORGE,SM,Ganga Forging Limited,20,-,20,0
GANGESSECU,EQ,Ganges Securities Limited,20,-,20,0
GARFIBRES,EQ,Garware Technical Fibres Limited,20,-,20,0
GATI,EQ,GATI Limited,20,-,20,0
GDL,EQ,Gateway Distriparks Limited,20,-,20,0
GEECEE,EQ,GeeCee Ventures Limited,20,-,20,0
GEEKAYWIRE,SM,Geekay Wires Limited,20,-,20,0
GENESYS,EQ,Genesys International Corporation Limited,20,-,20,0
GENUSPAPER,EQ,Genus Paper & Boards Limited,20,-,20,0
GENUSPOWER,EQ,Genus Power Infrastructures Limited,20,-,20,0
GEOJITFSL,EQ,Geojit Financial Services Limited,20,-,20,0
GEPIL,EQ,GE Power India Limited,20,-,20,0
GESHIP,EQ,The Great Eastern Shipping Company Limited,20,-,20,0
GET&D,EQ,GE T&D India Limited,20,-,20,0
GHCL,EQ,GHCL Limited,20,-,20,0
GICHSGFIN,EQ,GIC Housing Finance Limited,20,-,20,0
GICRE,EQ,General Insurance Corporation of India,20,-,20,0
GILLANDERS,EQ,Gillanders Arbuthnot & Company Limited,20,-,20,0
GILLETTE,EQ,Gillette India Limited,20,-,20,0
GINNIFILA,EQ,Ginni Filaments Limited,20,-,20,0
GIPCL,EQ,Gujarat Industries Power Company Limited,20,-,20,0
GKWLIMITED,EQ,GKW Limited,20,-,20,0
GLAXO,EQ,GlaxoSmithKline Pharmaceuticals Limited,20,-,20,0
GLOBAL,SM,Global Education Limited,20,-,20,0
GLOBALVECT,EQ,Global Vectra Helicorp Limited,20,-,20,0
GLOBUSSPR,EQ,Globus Spirits Limited,20,-,20,0
GMBREW,EQ,GM Breweries Limited,20,-,20,0
GMDCLTD,EQ,Gujarat Mineral Development Corporation Limited,20,-,20,0
GMMPFAUDLR,EQ,GMM Pfaudler Limited,20,-,20,0
GNA,EQ,GNA Axles Limited,20,-,20,0
GNFC,EQ,Gujarat Narmada Valley Fertilizers and Chemicals Limited,20,-,20,0
GOCLCORP,EQ,GOCL Corporation Limited,20,-,20,0
GODFRYPHLP,EQ,Godfrey Phillips India Limited,20,-,20,0
GODREJAGRO,EQ,Godrej Agrovet Limited,20,-,20,0
GODREJIND,EQ,Godrej Industries Limited,20,-,20,0
GODREJPROP,EQ,Godrej Properties Limited,20,-,20,0
GOKEX,EQ,Gokaldas Exports Limited,20,-,20,0
GOKULAGRO,EQ,Gokul Agro Resources Limited,20,-,20,0
GOLDBEES,EQ,NIPPON INDIA ETF GOLD BEES,20,-,20,0
GOLDIAM,EQ,Goldiam International Limited,20,-,20,0
GOLDSHARE,EQ,UTI Mutual Fund - UTI Gold Exchange Traded Fund,20,-,20,0
GOLDTECH,EQ,Goldstone Technologies Limited,20,-,20,0
GOODLUCK,EQ,Goodluck India Limited,20,-,20,0
GPIL,EQ,Godawari Power And Ispat limited,20,-,20,0
GPPL,EQ,Gujarat Pipavav Port Limited,20,-,20,0
GPTINFRA,EQ,GPT Infraprojects Limited,20,-,20,0
GRANULES,EQ,Granules India Limited,20,-,20,0
GRAPHITE,EQ,Graphite India Limited,20,-,20,0
GRAVITA,EQ,Gravita India Limited,20,-,20,0
GREAVESCOT,EQ,Greaves Cotton Limited,20,-,20,0
GREENLAM,EQ,Greenlam Industries Limited,20,-,20,0
GREENPLY,EQ,Greenply Industries Limited,20,-,20,0
GRINDWELL,EQ,Grindwell Norton Limited,20,-,20,0
GRPLTD,EQ,GRP Limited,20,-,20,0
GRSE,EQ,Garden Reach Shipbuilders & Engineers Limited,20,-,20,0
GSCLCEMENT,EQ,Gujarat Sidhee Cement Limited,20,-,20,0
GSFC,EQ,Gujarat State Fertilizers & Chemicals Limited,20,-,20,0
GSKCONS,EQ,GlaxoSmithKline Consumer Healthcare Limited,20,-,20,0
GSPL,EQ,Gujarat State Petronet Limited,20,-,20,0
GTPL,EQ,GTPL Hathway Limited,20,-,20,0
GUFICBIO,EQ,Gufic Biosciences Limited,20,-,20,0
GUJALKALI,EQ,Gujarat Alkalies and Chemicals Limited,20,-,20,0
GUJAPOLLO,EQ,Gujarat Apollo Industries Limited,20,-,20,0
GUJGASLTD,EQ,Gujarat Gas Limited,20,-,20,0
GULFOILLUB,EQ,Gulf Oil Lubricants India Limited,20,-,20,0
GULFPETRO,EQ,GP Petroleums Limited,20,-,20,0
GVKPIL,EQ,GVK Power & Infrastructure Limited,20,-,20,0
HAL,EQ,Hindustan Aeronautics Limited,20,-,20,0
HARITASEAT,EQ,Harita Seating Systems Limited,20,-,20,0
HARRMALAYA,EQ,Harrisons  Malayalam Limited,20,-,20,0
HATHWAY,EQ,Hathway Cable & Datacom Limited,20,-,20,0
HATSUN,EQ,Hatsun Agro Product Limited,20,-,20,0
HBLPOWER,EQ,HBL Power Systems Limited,20,-,20,0
HCC,EQ,Hindustan Construction Company Limited,20,-,20,0
HCG,EQ,Healthcare Global Enterprises Limited,20,-,20,0
HDFCAMC,EQ,HDFC Asset Management Company Limited,20,-,20,0
HDFCLIFE,EQ,HDFC Life Insurance Company Limited,20,-,20,0
HDFCMFGETF,EQ,HDFC Mutual Fund-HDFC Gold Exchange Traded Fund,20,-,20,0
HDFCNIFETF,EQ,HDFC Mutual Fund - HDFC Nifty ETF,20,-,20,0
HDFCSENETF,EQ,HDFC Mutual Fund - HDFC SENSEX ETF,20,-,20,0
HEG,EQ,HEG Limited,20,-,20,0
HEIDELBERG,EQ,HeidelbergCement India Limited,20,-,20,0
HERCULES,EQ,Hercules Hoists Limited,20,-,20,0
HERITGFOOD,EQ,Heritage Foods Limited,20,-,20,0
HESTERBIO,EQ,Hester Biosciences Limited,20,-,20,0
HEXAWARE,EQ,Hexaware Technologies Limited,20,-,20,0
HFCL,EQ,HFCL Limited,20,-,20,0
HGINFRA,EQ,H.G. Infra Engineering Limited,20,-,20,0
HGS,EQ,Hinduja Global Solutions Limited,20,-,20,0
HIKAL,EQ,Hikal Limited,20,-,20,0
HIL,EQ,HIL Limited,20,-,20,0
HIMATSEIDE,EQ,Himatsingka Seide Limited,20,-,20,0
HINDCOMPOS,EQ,Hindustan Composites Limited,20,-,20,0
HINDCON,SM,Hindcon Chemicals Limited,20,-,20,0
HINDCOPPER,EQ,Hindustan Copper Limited,20,-,20,0
HINDMOTORS,EQ,Hindustan Motors Limited,20,-,20,0
HINDOILEXP,EQ,Hindustan Oil Exploration Company Limited,20,-,20,0
HINDZINC,EQ,Hindustan Zinc Limited,20,-,20,0
HIRECT,EQ,Hind Rectifiers Limited,20,-,20,0
HISARMETAL,EQ,Hisar Metal Industries Limited,20,-,20,0
HITECH,EQ,Hi-Tech Pipes Limited,20,-,20,0
HITECHCORP,EQ,Hitech Corporation Limited,20,-,20,0
HITECHGEAR,EQ,The Hi-Tech Gears Limited,20,-,20,0
HLVLTD,EQ,HLV LIMITED,20,-,20,0
HMVL,EQ,Hindustan Media Ventures Limited,20,-,20,0
HNGSNGBEES,EQ,NIPPON INDIA ETF HANG SENG BEES,20,-,20,0
HONAUT,EQ,Honeywell Automation India Limited,20,-,20,0
HONDAPOWER,EQ,Honda Siel Power Products Limited,20,-,20,0
HPL,EQ,HPL Electric & Power Limited,20,-,20,0
HSCL,EQ,Himadri Speciality Chemical Limited,20,-,20,0
HSIL,EQ,HSIL Limited,20,-,20,0
HTMEDIA,EQ,HT Media Limited,20,-,20,0
HUDCO,EQ,Housing & Urban Development Corporation Limited,20,-,20,0
HUSYSLTD,SM,Husys Consulting Limited,20,-,20,0
IBMFNIFTY,EQ,Indiabulls Mutual Fund - Indiabulls Nifty50 Exchange Traded Fund,20,-,20,0
ICEMAKE,SM,Ice Make Refrigeration Limited,20,-,20,0
ICICI500,EQ,ICICI Prudential Mutual Fund - ICICI Prudential S&P BSE 500 ETF - NA,20,-,20,0
ICICIB22,EQ,ICICI Prudential Mutual Fund - BHARAT 22 ETF,20,-,20,0
ICICIBANKN,EQ,ICICI Prudential Bank ETF Nifty Bank Index,20,-,20,0
ICICIBANKP,EQ,ICICI Prudential Private Banks ETF-NIFTY Private Bank Index,20,-,20,0
ICICIGI,EQ,ICICI Lombard General Insurance Company Limited,20,-,20,0
ICICIGOLD,EQ,ICICI Prudential Gold ETF,20,-,20,0
ICICILIQ,EQ,ICICI Prudential Mutual Fund - ICICI Prudential Liquid ETF - NO NA,20,-,20,0
ICICILOVOL,EQ,ICICI Prudential Nifty Low Vol 30 ETF,20,-,20,0
ICICIM150,EQ,ICICI Prudential Mutual Fund - ICICI Prudential Midcap 150 ETF,20,-,20,0
ICICIMCAP,EQ,ICICI Prudential Midcap Select ETF,20,-,20,0
ICICINF100,EQ,ICICI Prudential Nifty 100 ETF,20,-,20,0
ICICINIFTY,EQ,ICICI Prudential Nifty ETF,20,-,20,0
ICICINV20,EQ,ICICI Prudential NV20 ETF,20,-,20,0
ICICINXT50,EQ,ICICI Prudential Mutual Fund - ICICI Prudential Nifty Next 50 ETF,20,-,20,0
ICICISENSX,EQ,ICICI Prudential Sensex ETF,20,-,20,0
ICIL,EQ,Indo Count Industries Limited,20,-,20,0
ICRA,EQ,ICRA Limited,20,-,20,0
IDBI,EQ,IDBI Bank Limited,20,-,20,0
IDBIGOLD,EQ,IDBI Mutual Fund - IDBI Gold Exchange Traded Fund,20,-,20,0
IDFC,EQ,IDFC Limited,20,-,20,0
IDFNIFTYET,EQ,IDFC Mutual Fund - IDFC Nifty ETF,20,-,20,0
IEX,EQ,Indian Energy Exchange Limited,20,-,20,0
IFBAGRO,EQ,IFB Agro Industries Limited,20,-,20,0
IFBIND,EQ,IFB Industries Limited,20,-,20,0
IFCI,EQ,IFCI Limited,20,-,20,0
IFGLEXPOR,EQ,IFGL Refractories Limited,20,-,20,0
IGARASHI,EQ,Igarashi Motors India Limited,20,-,20,0
IGPL,EQ,IG Petrochemicals Limited,20,-,20,0
IIFL,EQ,IIFL Finance Limited,20,-,20,0
IIFLWAM,EQ,Iifl Wealth Management Limited,20,-,20,0
IMFA,EQ,Indian Metals & Ferro Alloys Limited,20,-,20,0
IMPAL,EQ,India Motor Parts and Accessories Limited,20,-,20,0
INDBANK,EQ,Indbank Merchant Banking Services Limited,20,-,20,0
INDHOTEL,EQ,The Indian Hotels Company Limited,20,-,20,0
INDIACEM,EQ,The India Cements Limited,20,-,20,0
INDIAGLYCO,EQ,India Glycols Limited,20,-,20,0
INDIAMART,EQ,Indiamart Intermesh Limited,20,-,20,0
INDIANB,EQ,Indian Bank,20,-,20,0
INDIANHUME,EQ,Indian Hume Pipe Company Limited,20,-,20,0
INDIGRID,IV,India Grid Trust,20,-,20,0
INDINFR,IV,IndInfravit Trust,20,-,20,0
INDNIPPON,EQ,India Nippon Electricals Limited,20,-,20,0
INDOCO,EQ,Indoco Remedies Limited,20,-,20,0
INDORAMA,EQ,Indo Rama Synthetics (India) Limited,20,-,20,0
INDOSTAR,EQ,IndoStar Capital Finance Limited,20,-,20,0
INDOTHAI,EQ,Indo Thai Securities Limited,20,-,20,0
INDRAMEDCO,EQ,Indraprastha Medical Corporation Limited,20,-,20,0
INDTERRAIN,EQ,Indian Terrain Fashions Limited,20,-,20,0
INEOSSTYRO,EQ,INEOS Styrolution India Limited,20,-,20,0
INFIBEAM,EQ,Infibeam Avenues Limited,20,-,20,0
INFOBEAN,EQ,InfoBeans Techno. Ltd.,20,-,20,0
INFRABEES,EQ,NIPPON INDIA ETF INFRA BEES,20,-,20,0
INGERRAND,EQ,Ingersoll Rand (India) Limited,20,-,20,0
INNOVATIVE,SM,Innovative Tyres and Tubes Limited,20,-,20,0
INOXLEISUR,EQ,INOX Leisure Limited,20,-,20,0
INOXWIND,EQ,Inox Wind Limited,20,-,20,0
INSECTICID,EQ,Insecticides (India) Limited,20,-,20,0
INSPIRISYS,EQ,Inspirisys Solutions Limited,20,-,20,0
INTELLECT,EQ,Intellect Design Arena Limited,20,-,20,0
INTENTECH,EQ,Intense Technologies Limited,20,-,20,0
INVENTURE,EQ,Inventure Growth & Securities Limited,20,-,20,0
IOB,EQ,Indian Overseas Bank,20,-,20,0
IOLCP,EQ,IOL Chemicals and Pharmaceuticals Limited,20,-,20,0
IPCALAB,EQ,IPCA Laboratories Limited,20,-,20,0
IRB,EQ,IRB Infrastructure Developers Limited,20,-,20,0
IRBINVIT,IV,IRB InvIT Fund,20,-,20,0
IRCON,EQ,Ircon International Limited,20,-,20,0
IRCTC,EQ,Indian Railway Catering And Tourism Corporation Limited,20,-,20,0
IRISDOREME,SM,Iris Clothings Limited,20,-,20,0
ISEC,EQ,ICICI Securities Limited,20,-,20,0
ISMTLTD,EQ,ISMT Limited,20,-,20,0
ITDC,EQ,India Tourism Development Corporation Limited,20,-,20,0
ITDCEM,EQ,ITD Cementation India Limited,20,-,20,0
ITI,EQ,ITI Limited,20,-,20,0
IVC,EQ,IL&FS Investment Managers Limited,20,-,20,0
IVP,EQ,IVP Limited,20,-,20,0
IVZINGOLD,EQ,Invesco India Gold Exchange Traded Fund,20,-,20,0
IVZINNIFTY,EQ,Invesco India Nifty Exchange Traded Fund,20,-,20,0
JAGRAN,EQ,Jagran Prakashan Limited,20,-,20,0
JAGSNPHARM,EQ,Jagsonpal Pharmaceuticals Limited,20,-,20,0
JAIBALAJI,EQ,Jai Balaji Industries Limited,20,-,20,0
JAICORPLTD,EQ,Jai Corp Limited,20,-,20,0
JAKHARIA,SM,JAKHARIA FABRIC LIMITED,20,-,20,0
JAMNAAUTO,EQ,Jamna Auto Industries Limited,20,-,20,0
JASH,EQ,Jash Engineering Limited,20,-,20,0
JAYAGROGN,EQ,Jayant Agro Organics Limited,20,-,20,0
JAYBARMARU,EQ,Jay Bharat Maruti Limited,20,-,20,0
JAYSREETEA,EQ,Jayshree Tea & Industries Limited,20,-,20,0
JBCHEPHARM,EQ,JB Chemicals & Pharmaceuticals Limited,20,-,20,0
JBMA,EQ,JBM Auto Limited,20,-,20,0
JCHAC,EQ,Johnson Controls - Hitachi Air Conditioning India Limited,20,-,20,0
JHS,EQ,JHS Svendgaard Laboratories Limited,20,-,20,0
JINDALPHOT,EQ,Jindal Photo Limited,20,-,20,0
JINDALPOLY,EQ,Jindal Poly Films Limited,20,-,20,0
JINDALSAW,EQ,Jindal Saw Limited,20,-,20,0
JINDRILL,EQ,Jindal Drilling And Industries Limited,20,-,20,0
JINDWORLD,EQ,Jindal Worldwide Limited,20,-,20,0
J&KBANK,EQ,The Jammu & Kashmir Bank Limited,20,-,20,0
JKCEMENT,EQ,JK Cement Limited,20,-,20,0
JKIL,EQ,J.Kumar Infraprojects Limited,20,-,20,0
JKLAKSHMI,EQ,JK Lakshmi Cement Limited,20,-,20,0
JKPAPER,EQ,JK Paper Limited,20,-,20,0
JKTYRE,EQ,JK Tyre & Industries Limited,20,-,20,0
JMA,EQ,Jullundur Motor Agency (Delhi) Limited,20,-,20,0
JMCPROJECT,EQ,JMC Projects (India)  Limited,20,-,20,0
JMFINANCIL,EQ,JM Financial Limited,20,-,20,0
JOCIL,EQ,Jocil Limited,20,-,20,0
JSL,EQ,Jindal Stainless Limited,20,-,20,0
JSLHISAR,EQ,Jindal Stainless (Hisar) Limited,20,-,20,0
JSWENERGY,EQ,JSW Energy Limited,20,-,20,0
JSWHL,EQ,JSW Holdings Limited,20,-,20,0
JTEKTINDIA,EQ,Jtekt India Limited,20,-,20,0
JUBILANT,EQ,Jubilant Life Sciences Limited,20,-,20,0
JUMPNET,EQ,Jump Networks Limited,20,-,20,0
JUNIORBEES,EQ,NIPPON INDIA ETF JUNIOR BEES,20,-,20,0
JYOTHYLAB,EQ,Jyothy Labs Limited,20,-,20,0
KABRAEXTRU,EQ,Kabra Extrusion Technik Limited,20,-,20,0
KAJARIACER,EQ,Kajaria Ceramics Limited,20,-,20,0
KALPATPOWR,EQ,Kalpataru Power Transmission Limited,20,-,20,0
KAMATHOTEL,EQ,Kamat Hotels (I) Limited,20,-,20,0
KAMDHENU,EQ,Kamdhenu Limited,20,-,20,0
KANORICHEM,EQ,Kanoria Chemicals & Industries Limited,20,-,20,0
KANSAINER,EQ,Kansai Nerolac Paints Limited,20,-,20,0
KAPSTON,SM,Kapston Facilities Management Limited,20,-,20,0
KARURVYSYA,EQ,Karur Vysya Bank Limited,20,-,20,0
KAYA,EQ,Kaya Limited,20,-,20,0
KCP,EQ,KCP Limited,20,-,20,0
KCPSUGIND,EQ,KCP Sugar and Industries Corporation Limited,20,-,20,0
KDDL,EQ,KDDL Limited,20,-,20,0
KEC,EQ,KEC International Limited,20,-,20,0
KEI,EQ,KEI Industries Limited,20,-,20,0
KELLTONTEC,EQ,Kellton Tech Solutions Limited,20,-,20,0
KENNAMET,EQ,Kennametal India Limited,20,-,20,0
KESORAMIND,EQ,Kesoram Industries Limited,20,-,20,0
KHADIM,EQ,Khadim India Limited,20,-,20,0
KHFM,SM,Khfm Hospitality And Facility Management Services Limited,20,-,20,0
KICL,EQ,Kalyani Investment Company Limited,20,-,20,0
KILITCH,EQ,Kilitch Drugs (India) Limited,20,-,20,0
KINGFA,EQ,Kingfa Science & Technology (India) Limited,20,-,20,0
KIOCL,EQ,KIOCL Limited,20,-,20,0
KIRIINDUS,EQ,Kiri Industries Limited,20,-,20,0
KIRLFER,EQ,Kirloskar Ferrous Industries Ltd,20,-,20,0
KIRLOSBROS,EQ,Kirloskar Brothers Limited,20,-,20,0
KIRLOSENG,EQ,Kirloskar Oil Engines Limited,20,-,20,0
KIRLOSIND,EQ,Kirloskar Industries Limited,20,-,20,0
KITEX,EQ,Kitex Garments Limited,20,-,20,0
KKCL,EQ,Kewal Kiran Clothing Limited,20,-,20,0
KMSUGAR,EQ,K.M.Sugar Mills Limited,20,-,20,0
KNRCON,EQ,KNR Constructions Limited,20,-,20,0
KOKUYOCMLN,EQ,Kokuyo Camlin Limited,20,-,20,0
KOLTEPATIL,EQ,Kolte - Patil Developers Limited,20,-,20,0
KOPRAN,EQ,Kopran Limited,20,-,20,0
KOTAKBKETF,EQ,Kotak Mahindra MF - Kotak Banking ETF - Dividend Payout Option,20,-,20,0
KOTAKGOLD,EQ,Kotak Mutual Fund - Gold Exchange Traded Fund,20,-,20,0
KOTAKNIFTY,EQ,Kotak Mahindra Mutual Fund-Kotak Nifty ETF,20,-,20,0
KOTAKNV20,EQ,Kotak Mahindra MF - Kotak NV 20 ETF - DPO,20,-,20,0
KOTAKPSUBK,EQ,Kotak Mahindra Mutual Fund,20,-,20,0
KOTARISUG,EQ,Kothari Sugars And Chemicals Limited,20,-,20,0
KOTHARIPET,EQ,Kothari Petrochemicals Limited,20,-,20,0
KOTHARIPRO,EQ,Kothari Products Limited,20,-,20,0
KPITTECH,EQ,KPIT Technologies Limited,20,-,20,0
KPRMILL,EQ,K.P.R. Mill Limited,20,-,20,0
KRBL,EQ,KRBL Limited,20,-,20,0
KREBSBIO,EQ,Krebs Biochemicals and Industries Limited,20,-,20,0
KRITIKA,SM,Kritika Wires Limited,20,-,20,0
KSB,EQ,Ksb Limited,20,-,20,0
KSCL,EQ,Kaveri Seed Company Limited,20,-,20,0
KSHITIJPOL,SM,Kshitij Polyline Limited,20,-,20,0
KSL,EQ,Kalyani Steels Limited,20,-,20,0
KTKBANK,EQ,The Karnataka Bank Limited,20,-,20,0
KUANTUM,EQ,Kuantum Papers Limited,20,-,20,0
LALPATHLAB,EQ,Dr. Lal Path Labs Ltd.,20,-,20,0
LAMBODHARA,EQ,Lambodhara Textiles Limited,20,-,20,0
LAOPALA,EQ,La Opala RG Limited,20,-,20,0
LATTEYS,SM,Latteys Industries Limited,20,-,20,0
LAURUSLABS,EQ,Laurus Labs Limited,20,-,20,0
LAXMICOT,SM,Laxmi Cotspin Limited,20,-,20,0
LAXMIMACH,EQ,Lakshmi Machine Works Limited,20,-,20,0
LEMONTREE,EQ,Lemon Tree Hotels Limited,20,-,20,0
LFIC,EQ,Lakshmi Finance & Industrial Corporation Limited,20,-,20,0
LGBBROSLTD,EQ,LG Balakrishnan & Bros Limited,20,-,20,0
LIBERTSHOE,EQ,Liberty Shoes Limited,20,-,20,0
LICNETFGSC,EQ,LIC MF - LIC MF G-sec LT ETF - GO,20,-,20,0
LICNETFN50,EQ,LIC MF - LIC MF EXCHANGE TRADED FUND - NIFTY 50,20,-,20,0
LICNETFSEN,EQ,LIC Mutual Fund - LIC MF EXCHANGE TRADED FUND - SENSEX,20,-,20,0
LICNFNHGP,EQ,LIC MF - LIC MF ETF - Nifty 100,20,-,20,0
LINCOLN,EQ,Lincoln Pharmaceuticals Limited,20,-,20,0
LINCPEN,EQ,Linc Pen & Plastics Limited,20,-,20,0
LINDEINDIA,EQ,Linde India Limited,20,-,20,0
LIQUIDETF,EQ,DSP LIQUID ETF,20,-,20,0
LOKESHMACH,EQ,Lokesh Machines Limited,20,-,20,0
LOTUSEYE,EQ,Lotus Eye Hospital and Institute Limited,20,-,20,0
LOVABLE,EQ,Lovable Lingerie Limited,20,-,20,0
LSIL,EQ,Lloyds Steels Industries Limited,20,-,20,0
LTI,EQ,Larsen & Toubro Infotech Limited,20,-,20,0
LTTS,EQ,L&T Technology Services Limited,20,-,20,0
LUMAXIND,EQ,Lumax Industries Limited,20,-,20,0
LUMAXTECH,EQ,Lumax Auto Technologies Limited,20,-,20,0
LUXIND,EQ,Lux Industries Limited,20,-,20,0
LYKALABS,EQ,Lyka Labs Limited,20,-,20,0
M100,EQ,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M100 ETF GO,20,-,20,0
M50,EQ,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares M50 ETF,20,-,20,0
MAANALU,EQ,Maan Aluminium Limited,20,-,20,0
MADHAV,EQ,Madhav Marbles and Granites Limited,20,-,20,0
MADRASFERT,EQ,Madras Fertilizers Limited,20,-,20,0
MAGADSUGAR,EQ,Magadh Sugar & Energy Limited,20,-,20,0
MAGMA,EQ,Magma Fincorp Limited,20,-,20,0
MAHABANK,EQ,Bank of Maharashtra,20,-,20,0
MAHESHWARI,EQ,Maheshwari Logistics Limited,20,-,20,0
MAHICKRA,SM,Mahickra Chemicals Limited,20,-,20,0
MAHINDCIE,EQ,Mahindra CIE Automotive Limited,20,-,20,0
MAHLIFE,EQ,Mahindra Lifespace Developers Limited,20,-,20,0
MAHLOG,EQ,Mahindra Logistics Limited,20,-,20,0
MAHSCOOTER,EQ,Maharashtra Scooters Limited,20,-,20,0
MAHSEAMLES,EQ,Maharashtra Seamless Limited,20,-,20,0
MAITHANALL,EQ,Maithan Alloys Limited,20,-,20,0
MAJESCO,EQ,Majesco Limited,20,-,20,0
MALUPAPER,EQ,Malu Paper Mills Limited,20,-,20,0
MAN50ETF,EQ,Mirae Asset Mutual Fund - Mirae Asset Nifty 50 ETF,20,-,20,0
MANAKALUCO,EQ,Manaksia Aluminium Company Limited,20,-,20,0
MANAKSIA,EQ,Manaksia Limited,20,-,20,0
MANALIPETC,EQ,Manali Petrochemicals Limited,20,-,20,0
MANGCHEFER,EQ,Mangalore Chemicals & Fertilizers Limited,20,-,20,0
MANGLMCEM,EQ,Mangalam Cement Limited,20,-,20,0
MANINDS,EQ,Man Industries (India) Limited,20,-,20,0
MANINFRA,EQ,Man Infraconstruction Limited,20,-,20,0
MANXT50,EQ,Mirae Asset Mutual Fund - MIRAE ASSET NIFTY NEXT 50 ETF (MANXT50) - Mi,20,-,20,0
MARATHON,EQ,Marathon Nextgen Realty Limited,20,-,20,0
MARINE,SM,Marine Electricals (India) Limited,20,-,20,0
MARKSANS,EQ,Marksans Pharma Limited,20,-,20,0
MARSHALL,SM,Marshall Machines Limited,20,-,20,0
MASFIN,EQ,MAS Financial Services Limited,20,-,20,0
MASTEK,EQ,Mastek Limited,20,-,20,0
MATRIMONY,EQ,Matrimony.Com Limited,20,-,20,0
MAWANASUG,EQ,Mawana Sugars Limited,20,-,20,0
MAXINDIA,EQ,Max India Limited,20,-,20,0
MAXVIL,EQ,Max Ventures and Industries Limited,20,-,20,0
MAYURUNIQ,EQ,Mayur Uniquoters Ltd,20,-,20,0
MAZDA,EQ,Mazda Limited,20,-,20,0
MCL,SM,Madhav Copper Limited,20,-,20,0
MCX,EQ,Multi Commodity Exchange of India Limited,20,-,20,0
MEGH,EQ,Meghmani Organics Limited,20,-,20,0
MENONBE,EQ,Menon Bearings Limited,20,-,20,0
MEP,EQ,MEP Infrastructure Developers Limited,20,-,20,0
METROPOLIS,EQ,Metropolis Healthcare Limited,20,-,20,0
MGEL,SM,Mangalam Global Enterprise Limited,20,-,20,0
MHRIL,EQ,Mahindra Holidays & Resorts India Limited,20,-,20,0
MIDHANI,EQ,Mishra Dhatu Nigam Limited,20,-,20,0
MINDACORP,EQ,Minda Corporation Limited,20,-,20,0
MINDAIND,EQ,Minda Industries Limited,20,-,20,0
MINDPOOL,SM,Mindpool Technologies Limited,20,-,20,0
MINDTECK,EQ,Mindteck (India) Limited,20,-,20,0
MIRZAINT,EQ,Mirza International Limited,20,-,20,0
MMFL,EQ,MM Forgings Limited,20,-,20,0
MMNL,IT,MIG Media Neurons Limited,20,-,20,0
MMP,EQ,MMP Industries Limited,20,-,20,0
MMTC,EQ,MMTC Limited,20,-,20,0
MOIL,EQ,MOIL Limited,20,-,20,0
MOKSH,SM,Moksh Ornaments Limited,20,-,20,0
MOLDTECH,EQ,Mold-Tek Technologies Limited,20,-,20,0
MOLDTKPAC,EQ,Mold-Tek Packaging Limited,20,-,20,0
MONTECARLO,EQ,Monte Carlo Fashions Limited,20,-,20,0
MORARJEE,EQ,Morarjee Textiles Limited,20,-,20,0
MOREPENLAB,EQ,Morepen Laboratories Limited,20,-,20,0
MOTILALOFS,EQ,Motilal Oswal Financial Services Limited,20,-,20,0
MOTOGENFIN,EQ,The Motor & General Finance Limited,20,-,20,0
MPHASIS,EQ,MphasiS Limited,20,-,20,0
MPSLTD,EQ,MPS Limited,20,-,20,0
MRPL,EQ,Mangalore Refinery and Petrochemicals Limited,20,-,20,0
MSTCLTD,EQ,Mstc Limited,20,-,20,0
MUKANDLTD,EQ,Mukand Limited,20,-,20,0
MUKTAARTS,EQ,Mukta Arts Limited,20,-,20,0
MUNJALAU,EQ,Munjal Auto Industries Limited,20,-,20,0
MUNJALSHOW,EQ,Munjal Showa Limited,20,-,20,0
MURUDCERA,EQ,Murudeshwar Ceramics Limited,20,-,20,0
MUTHOOTCAP,EQ,Muthoot Capital Services Limited,20,-,20,0
